fid,OBJECTID,MPDMR_NO,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_ORBR,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP_,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL_,Shape_Leng,Shape_Area
1083802,1083802,"37608080","199245.57","450383.81","3","31",156.699999999999990,15.900000000000000,24.100000000000001,"2","07","03","3","20","01","02","L102","B©ü",921.587219893183830,23935.511211916346000
1088237,1088237,"37608090","199448.76","449469.12","3","31",150.500000000000000,13.500000000000000,207.099999999999990,"2","07","01","1","10","01","01","L101","B©û",1516.689156521153100,29232.500920756498000
1083804,1083804,"37608080","199390.57","450323.81","3","31",140.099999999999990,16.600000000000001,35.399999999999999,"2","07","03","2","20","02","02","L102","B©ü",1520.576578053056400,42601.557517698340000
1083807,1083807,"37608080","199495.57","450518.81","1","11",92.900000000000006,15.600000000000000,89.900000000000006,"2","07","03","1","10","01","25","L625","Er©ü",751.539739242720660,9753.619615496812900
1083809,1083809,"37608080","199565.57","450418.81","1","11",95.000000000000000,26.100000000000001,307.199999999999990,"2","07","05","2","20","01","26","L626","Er-c",3012.034902621068300,45120.063623168011000
1086676,1086676,"37608080","199824","450454","1","11",115.500000000000000,17.199999999999999,278.699999999999990,"2","07","01","1","10","01","25","L625","Er©ü",4917.456467663828300,193129.241572315400000
1083811,1083811,"37608080","199610.57","450158.81","3","31",143.900000000000010,24.000000000000000,345.100000000000020,"2","07","03","3","20","01","02","L102","B©ü",1770.843964614055900,44054.169012335777000
1086680,1086680,"37608090","199744","449331","3","31",155.699999999999990,12.199999999999999,206.699999999999990,"2","07","01","1","10","01","01","L101","B©û",1767.740949315323400,36858.534842569061000
1083810,1083810,"37608080","199595.57","450388.81","1","11",115.000000000000000,11.699999999999999,318.300000000000010,"2","07","03","1","10","01","25","L625","Er©ü",489.197346966641360,10626.512827635355000
1083812,1083812,"37608080","199715.57","450078.81","1","11",150.000000000000000,15.000000000000000,27.899999999999999,"2","07","03","3","20","01","02","L102","B©ü",691.140826362149710,23227.240190984317000
1083814,1083814,"37608080","199800.57","450828.81","1","11",86.799999999999997,11.100000000000000,284.699999999999990,"2","07","03","1","10","01","25","L625","Er©ü",2684.378710017806000,45174.988904477788000
1083813,1083813,"37608080","199775.57","450768.81","1","11",77.299999999999997,23.800000000000001,252.800000000000010,"2","07","05","2","20","01","26","L626","Er-c",789.127943308153480,19337.548746808636000
1083815,1083815,"37608080","199875.57","450313.81","1","11",102.300000000000000,20.699999999999999,73.799999999999997,"2","07","05","2","20","01","26","L626","Er-c",3155.796434884315200,73221.168535508041000
1086151,1086151,"37705071","200125.19","450698.81","1","11",85.599999999999994,19.699999999999999,354.500000000000000,"2","07","05","2","20","01","26","L626","Er-c",1204.727288326982500,22157.557993955757000
1086166,1086166,"37705081","200044.41","449829.12","1","11",99.000000000000000,16.300000000000001,78.299999999999997,"2","07","05","2","20","01","24","L624","Er©û",2051.495463426063900,66213.853803258695000
1083816,1083816,"37608080","199945.57","450123.81","1","11",107.200000000000000,16.500000000000000,110.200000000000000,"2","07","03","1","10","01","25","L625","Er©ü",504.866233763475410,10324.231133983743000
1083911,1083911,"37608090","199932.94","450016.65","1","11",110.700000000000000,20.800000000000001,66.799999999999997,"2","","","","","","99","L999","E",145.509436331590220,1194.829005501721200
1086165,1086165,"37705081","200009.41","449674.12","1","11",113.800000000000000,17.899999999999999,107.500000000000000,"2","07","01","1","10","01","25","L625","Er©ü",926.735859865129670,17687.030476505479000
1086168,1086168,"37705081","200299.41","449924.12","1","11",82.200000000000003,14.900000000000000,234.500000000000000,"2","07","05","2","20","01","26","L626","Er-c",1698.774426687507200,40346.127311849101000
1087504,1087504,"37705071","200101.77","450200.05","1","11",90.500000000000000,7.900000000000000,354.800000000000010,"2","07","03","1","10","01","25","L625","Er©ü",207.441151703516570,1023.471386711442100
1087503,1087503,"37705071","200176.55","450155.08","1","11",94.400000000000006,18.199999999999999,8.699999999999999,"2","07","03","1","10","01","25","L625","Er©ü",366.080627268545410,2992.944558437082800
1087416,1087416,"37608069","197343.1","455387.66","1","11",181.699999999999990,28.300000000000001,356.000000000000000,"2","12","05","2","10","01","26","L626","Er-c",425.105741553824320,4751.603743127950100
1083630,1083630,"37608069","197562.71","455303.5","1","11",193.400000000000010,22.300000000000001,10.900000000000000,"2","12","05","2","10","01","26","L626","Er-c",1001.494979361766800,12767.256788463543000
1083641,1083641,"37608069","197702.71","455338.5","1","11",210.000000000000000,15.800000000000001,305.199999999999990,"2","12","01","1","10","01","25","L625","Er©ü",1024.302338518470800,13039.343682898856000
1083648,1083648,"37608069","197772.71","455468.5","1","11",245.300000000000010,28.699999999999999,215.500000000000000,"2","12","05","2","10","01","26","L626","Er-c",1866.576594239587400,44566.008956201047000
1083645,1083645,"37608069","197745.65","455457.99","1","11",238.000000000000000,14.400000000000000,209.099999999999990,"2","","","","","","91","L991","S",240.063580652708880,2415.815759047311100
1086634,1086634,"37608060","197982.99","455822.9","1","11",265.199999999999990,25.199999999999999,286.300000000000010,"2","12","03","2","20","01","27","L727","Im",2320.541649109334200,46969.961159430641000
1083664,1083664,"37608070","198031.7","455463.5","1","11",266.600000000000020,22.199999999999999,107.700000000000000,"2","12","03","3","20","01","24","L624","Er©û",1012.952051885192600,19991.569285693455000
1083675,1083675,"37608070","198261.7","455593.5","1","11",241.300000000000010,14.300000000000001,139.900000000000010,"2","12","03","2","20","01","24","L624","Er©û",1120.395274893375200,40330.253684927848000
1083671,1083671,"37608070","198191.7","455483.5","1","11",237.099999999999990,21.000000000000000,123.900000000000010,"2","12","03","2","20","01","24","L624","Er©û",1064.766348878076100,13964.066817020252000
1083682,1083682,"37608070","198346.7","455393.5","1","11",182.500000000000000,18.000000000000000,155.699999999999990,"2","12","06","3","","","29","L929","Bs",1613.977369890440100,19631.600758746343000
1083680,1083680,"37608070","198306.7","455348.5","1","11",199.400000000000010,20.800000000000001,48.200000000000003,"2","12","05","2","10","01","26","L626","Er-c",966.154749718460270,19455.259795739723000
1083687,1083687,"37608070","198476.7","455383.5","1","11",169.900000000000010,37.500000000000000,252.199999999999990,"2","12","05","2","10","01","26","L626","Er-c",600.681272598890250,5230.968809183802500
1083688,1083688,"37608070","198576.7","455483.5","1","11",181.000000000000000,23.800000000000001,160.300000000000010,"2","12","05","3","10","01","26","L626","Er-c",569.530574262323510,10743.832762538896000
1083691,1083691,"37608070","198686.7","455553.5","1","11",186.900000000000010,23.899999999999999,222.599999999999990,"2","12","05","3","","","29","L929","Bs",967.294975647575710,12116.894354797054000
1083690,1083690,"37608070","198671.7","455448.5","1","11",167.800000000000010,25.800000000000001,97.400000000000006,"2","12","05","2","10","01","26","L626","Er-c",352.966956985224560,3184.480288882120000
1083692,1083692,"37608070","198721.7","455493.5","1","11",179.900000000000010,21.399999999999999,242.300000000000010,"2","12","05","2","10","01","26","L626","Er-c",301.580851903637890,3748.667331203721900
1083264,1083264,"37608060","198863.15","455883.22","1","11",249.699999999999990,20.500000000000000,99.700000000000003,"2","12","03","3","20","01","24","L624","Er©û",1201.087924848173500,31270.655183378916000
1083695,1083695,"37608070","198876.7","455588.5","1","11",196.500000000000000,19.699999999999999,169.900000000000010,"2","12","05","3","10","01","26","L626","Er-c",1986.341438270878800,45750.480016024070000
1083286,1083286,"37608060","199128.15","455863.22","1","11",180.900000000000010,17.100000000000001,142.500000000000000,"2","12","05","2","10","01","26","L626","Er-c",1467.640137323348700,35341.593638574530000
1083302,1083302,"37608060","199408.15","455908.22","1","11",176.000000000000000,9.699999999999999,197.400000000000010,"2","12","01","1","10","01","25","L625","Er©ü",2519.290987130740200,50069.547015073513000
1083300,1083300,"37608060","199393.15","455808.22","1","11",157.199999999999990,14.800000000000001,238.900000000000010,"2","12","05","2","10","01","26","L626","Er-c",1216.682594952229900,39593.097766430612000
1086641,1086641,"37608060","199677","455920","1","11",175.000000000000000,12.500000000000000,78.099999999999994,"2","12","01","1","10","01","25","L625","Er©ü",4071.771276636844000,72250.362261865288000
1083321,1083321,"37608060","199713.15","456018.22","1","11",141.199999999999990,16.899999999999999,338.399999999999980,"2","12","05","2","10","01","26","L626","Er-c",583.672543216853800,10821.409613029351000
1083324,1083324,"37608060","199748.15","455948.22","1","11",145.599999999999990,22.199999999999999,92.599999999999994,"2","12","05","2","10","01","26","L626","Er-c",595.759671120784560,5924.419499188320500
1087417,1087417,"37608069","197573.73","455429.65","1","11",196.300000000000010,16.100000000000001,272.500000000000000,"2","12","05","2","10","01","26","L626","Er-c",1107.925751830679200,11690.743154506197000
1087421,1087421,"37608060","198686.66","455642.28","1","11",201.500000000000000,19.399999999999999,242.500000000000000,"2","12","03","2","20","01","24","L624","Er©û",2421.012371736694600,35393.248584336834000
1087422,1087422,"37608060","198485.65","455954.63","1","11",300.500000000000000,35.500000000000000,273.000000000000000,"2","12","03","2","30","01","27","L727","Im",593.359742911790590,7169.971409944934700
1087424,1087424,"37608060","199063.34","455663.94","1","11",181.300000000000010,37.100000000000001,102.400000000000010,"2","12","05","2","10","01","26","L626","Er-c",137.715174305515260,741.655722679864770
1087425,1087425,"37608060","198962.57","455720.86","1","11",211.099999999999990,19.300000000000001,90.000000000000000,"2","12","05","2","10","01","26","L626","Er-c",389.042086584983790,8661.624301881125600
1087426,1087426,"37608060","199049.83","455799.95","1","11",190.300000000000010,14.300000000000001,78.700000000000003,"2","12","05","2","10","01","26","L626","Er-c",295.327888048513330,3823.204554720046400
1087428,1087428,"37608060","199533.71","455774.24","1","11",154.400000000000010,19.300000000000001,184.099999999999990,"2","12","05","2","10","01","26","L626","Er-c",492.773574709478340,8426.381993447941600
1087429,1087429,"37608060","199739.55","456385.63","1","11",99.599999999999994,20.500000000000000,309.600000000000020,"2","12","05","2","10","01","26","L626","Er-c",288.808137929792050,3223.892756766662400
1087462,1087462,"37608069","197298.04","455230.2","1","11",172.199999999999990,12.000000000000000,135.000000000000000,"2","12","05","2","10","01","26","L626","Er-c",218.599676028777540,1867.667040492324500
1087466,1087466,"37608069","197385.68","455339.12","1","11",194.300000000000010,16.300000000000001,20.000000000000000,"2","12","05","2","10","01","24","L624","Er©û",215.670014627921940,2981.998584260113600
1087467,1087467,"37608069","197343.59","454945.75","1","11",174.500000000000000,18.399999999999999,340.199999999999990,"2","12","01","1","10","01","25","L625","Er©ü",446.557857555044680,5152.333833744491100
1087468,1087468,"37608069","197464.85","454999.61","1","11",204.500000000000000,23.000000000000000,298.100000000000020,"2","12","01","1","10","01","25","L625","Er©ü",545.111194430587940,7148.011138743426300
1087469,1087469,"37608069","197591.06","454928.73","1","11",265.699999999999990,31.899999999999999,321.500000000000000,"2","12","05","3","10","09","24","L624","Er©û",107.081824093451690,315.063686553788160
1087470,1087470,"37608069","197691.43","454928.02","1","11",302.600000000000020,22.100000000000001,317.500000000000000,"2","12","05","3","10","09","24","L624","Er©û",110.183752502979050,379.339091137553620
1087471,1087471,"37608069","197548.42","454998.77","1","11",212.699999999999990,22.100000000000001,315.000000000000000,"2","12","05","3","10","01","24","L624","Er©û",416.542585331118400,6567.254632321908500
1087472,1087472,"37608069","197727.54","455007.24","1","11",285.800000000000010,21.699999999999999,12.699999999999999,"2","12","01","1","10","01","28","L828","Li",343.231799522445390,3097.878232223416500
1087473,1087473,"37608070","198476.46","455140.5","1","11",172.699999999999990,31.199999999999999,38.299999999999997,"2","12","01","1","10","01","25","L625","Er©ü",298.498187854029420,3658.992164658500300
1087474,1087474,"37608070","198384.34","455147.9","1","11",184.599999999999990,21.399999999999999,52.799999999999997,"2","12","01","1","10","01","25","L625","Er©ü",231.909298533277050,1957.042537053544700
1087475,1087475,"37608070","197882.41","455289.1","1","11",268.100000000000020,23.300000000000001,280.000000000000000,"2","12","01","1","10","09","25","L625","Er©ü",253.110298496783490,707.645601627483760
1087476,1087476,"37608070","198337.75","455292.32","1","11",203.300000000000010,18.800000000000001,107.099999999999990,"2","12","01","1","10","01","25","L625","Er©ü",1001.902001501721800,19747.267542497280000
1087477,1087477,"37608070","198045.68","455377.35","1","11",259.699999999999990,31.399999999999999,15.500000000000000,"2","12","01","1","10","09","25","L625","Er©ü",91.406147920427642,480.493627215470040
1087478,1087478,"37608070","198119.54","455369.13","1","11",250.000000000000000,29.699999999999999,37.899999999999999,"2","12","01","1","10","01","25","L625","Er©ü",228.695686720178570,1932.606080719672300
1087479,1087479,"37608070","197858.2","455373.15","1","11",280.600000000000020,33.899999999999999,228.000000000000000,"2","12","01","1","10","01","25","L625","Er©ü",631.793851839579250,8041.002931463524900
1087481,1087481,"37608060","199030.93","455662.39","1","11",203.900000000000010,29.000000000000000,112.500000000000000,"2","12","01","1","10","01","25","L625","Er©ü",6531.794714423012900,123149.114010029230000
1088232,1088232,"37608069","197617.71","454938.5","1","11",264.100000000000020,34.899999999999999,322.600000000000020,"2","","","","","","82","L983","R",339.221563490484130,5767.292677468609300
1088233,1088233,"37608069","197717.71","455208.5","1","11",251.900000000000010,20.800000000000001,308.899999999999980,"2","12","01","1","10","01","25","L625","Er©ü",505.620662784036770,6820.386713290128700
1088345,1088345,"37608070","198638","455416","1","11",173.099999999999990,23.000000000000000,182.599999999999990,"2","12","01","1","10","01","25","L625","Er©ü",3284.756015530251300,61578.363635869500000
1135777,1135777,"37705077","213257.26","450851.15","3","31",49.700000000000003,13.900000000000000,40.299999999999997,"2","10","05","1","20","01","02","L102","B©ü",586.553998979892750,19198.309673706568000
1135783,1135783,"37705077","213467.26","450941.15","3","31",30.899999999999999,2.000000000000000,42.000000000000000,"2","10","05","2","20","01","02","L102","B©ü",437.599664138025330,9144.897124854653200
1135765,1135765,"37705076","212613.69","451053.76","3","31",36.700000000000003,9.400000000000000,200.900000000000010,"2","10","05","1","20","01","02","L102","B©ü",438.729087515786720,8822.614574508963400
1135769,1135769,"37705076","212868.69","451773.76","3","31",72.500000000000000,12.100000000000000,136.000000000000000,"2","07","01","1","10","01","01","L101","B©û",4976.582324873014800,141218.418837362350000
1135761,1135761,"37705076","211863.69","451228.76","3","31",28.199999999999999,8.100000000000000,245.599999999999990,"2","10","05","2","20","01","02","L102","B©ü",267.897661038271790,2808.561191749769900
1135763,1135763,"37705076","212113.69","451273.76","3","31",37.299999999999997,11.100000000000000,205.599999999999990,"2","07","05","1","20","01","02","L102","B©ü",609.035555133557180,9787.222850262887700
1135764,1135764,"37705076","212203.69","451328.76","3","31",50.700000000000003,16.800000000000001,178.800000000000010,"2","","","","","","82","L983","R",167.350502832844200,1914.211922839785800
1135762,1135762,"37705076","211974.64","451433.85","3","31",45.100000000000001,16.699999999999999,270.000000000000000,"2","","","","","","93","L993","C",136.833752158207800,1132.264751206492700
1135781,1135781,"37705077","213427.26","451591.15","3","31",53.000000000000000,7.400000000000000,166.400000000000010,"2","07","01","1","10","01","01","L101","B©û",3227.619347003415400,86746.227406582984000
1135778,1135778,"37705077","213307.26","451551.15","3","31",44.799999999999997,17.899999999999999,249.500000000000000,"2","07","05","2","20","01","02","L102","B©ü",305.273757817786820,3118.682501790177000
1135775,1135775,"37705076","213118.69","451553.76","3","31",52.500000000000000,10.000000000000000,93.099999999999994,"2","07","05","3","20","01","02","L102","B©ü",345.073686907095240,5031.863942251917300
1135782,1135782,"37705077","213444.98","451525.73","3","31",42.100000000000001,8.500000000000000,180.000000000000000,"2","","","","","","93","L993","C",142.174567899837400,982.870859104849960
1135780,1135780,"37705077","213367.26","451521.15","3","31",54.899999999999999,10.500000000000000,166.699999999999990,"2","","","","","","82","L983","R",128.864937759979630,987.180611658266120
1135787,1135787,"37705077","213632.26","451581.15","3","31",33.799999999999997,14.100000000000000,44.000000000000000,"2","07","03","3","20","02","02","L102","B©ü",348.297311610454240,5318.766393086035400
1135784,1135784,"37705077","213497.26","451576.15","3","31",57.799999999999997,9.500000000000000,219.500000000000000,"2","","","","","","82","L983","R",111.590339256675880,737.703738065065520
1135767,1135767,"37705076","212748.69","451648.76","3","31",51.399999999999999,9.699999999999999,262.100000000000020,"2","","","","","","82","L983","R",341.836502692785130,3785.365494709475600
1135771,1135771,"37705076","212948.69","451643.76","3","31",62.700000000000003,14.600000000000000,10.800000000000001,"2","07","03","2","30","02","02","L102","B©ü",549.311435594354180,10921.755707786078000
1135786,1135786,"37705077","213627.26","451926.15","3","31",23.600000000000001,15.699999999999999,338.100000000000020,"2","07","03","2","30","01","02","L102","B©ü",1916.753339617581100,38636.858855125829000
1135773,1135773,"37705076","213063.69","451673.76","3","31",58.000000000000000,9.100000000000000,9.699999999999999,"2","","","","","","82","L983","R",213.774404749714960,2189.808560450360300
1135788,1135788,"37705077","213632.26","451751.15","3","31",32.600000000000001,13.400000000000000,54.299999999999997,"2","07","03","3","20","01","02","L102","B©ü",448.216019963091010,5960.617162297142400
1135789,1135789,"37705077","213712.26","451831.15","3","31",30.000000000000000,20.100000000000001,107.099999999999990,"2","07","03","2","20","01","02","L102","B©ü",338.235280973794490,4741.531845759783200
1135774,1135774,"37705076","213083.69","451823.76","3","31",36.799999999999997,6.300000000000000,54.899999999999999,"2","07","03","1","30","01","02","L102","B©ü",268.180913481446510,3985.383244284006700
1135770,1135770,"37705076","212873.69","451818.76","3","31",61.200000000000003,15.100000000000000,29.300000000000001,"2","07","03","3","30","02","02","L102","B©ü",337.118493006593610,6758.610038929810800
1135776,1135776,"37705076","213138.69","451948.76","3","31",20.899999999999999,10.900000000000000,20.699999999999999,"2","07","05","2","30","01","02","L102","B©ü",1023.409583673732100,20947.603998592938000
1135772,1135772,"37705076","212953.69","451988.76","3","31",34.100000000000001,13.000000000000000,49.399999999999999,"2","07","01","1","20","01","01","L101","B©û",413.579573508925190,8356.317648320593400
1135768,1135768,"37705076","212838.69","451968.76","3","31",33.200000000000003,14.500000000000000,8.100000000000000,"2","07","05","2","30","02","02","L102","B©ü",425.272914922519020,7340.992377100448700
1135766,1135766,"37705076","212658.69","451998.76","3","31",50.299999999999997,25.899999999999999,8.000000000000000,"2","07","01","1","20","02","01","L101","B©û",790.360354257678410,25266.984248218556000
1136427,1136427,"37705076","212728.21","451743.25","3","31",55.200000000000003,18.399999999999999,197.199999999999990,"2","07","03","3","30","01","02","L102","B©ü",3785.963339364710900,322768.662643769870000
1136428,1136428,"37705077","213519.33","451492.67","3","31",39.200000000000003,14.900000000000000,200.199999999999990,"2","07","03","3","20","01","02","L102","B©ü",720.642409938545480,10375.947495652508000
1136916,1136916,"37705076","212338.37","451087.38","3","31",25.199999999999999,10.199999999999999,146.300000000000010,"2","07","01","1","10","01","01","L101","B©û",115.241943547790850,836.503531848546910
1136917,1136917,"37705076","212105.29","451451.98","3","31",58.200000000000003,16.500000000000000,207.599999999999990,"2","07","01","1","10","01","01","L101","B©û",1993.257859243462200,30723.386909270932000
1136918,1136918,"37705076","212102.03","451645.33","3","31",34.700000000000003,15.100000000000000,68.200000000000003,"2","07","01","1","10","01","01","L101","B©û",284.555575500982170,4179.477307011055900
1136919,1136919,"37705076","213004.32","451383.59","3","31",51.600000000000001,16.500000000000000,62.399999999999999,"2","07","03","1","20","01","02","L102","B©ü",524.258274693805900,5696.547586052666700
1136920,1136920,"37705076","213208.06","451610.33","3","31",45.600000000000001,12.900000000000000,202.400000000000010,"2","07","05","3","20","02","02","L102","B©ü",260.600185024603490,1528.629401704606600
1136921,1136921,"37705077","213267.66","451713.09","3","31",42.399999999999999,21.100000000000001,29.100000000000001,"2","07","03","1","30","02","02","L102","B©ü",973.336190243554370,12778.763696175634000
1136924,1136924,"37705077","213437.4","451797.61","3","31",28.800000000000001,6.400000000000000,26.600000000000001,"2","10","05","2","20","01","02","L102","B©ü",457.458935531047300,4089.362980288306100
1136925,1136925,"37705077","213700.09","452319.31","3","31",13.199999999999999,1.000000000000000,315.000000000000000,"2","07","03","2","30","05","02","L102","B©ü",877.853146312907940,32261.514111813292000
1137142,1137142,"37705076","211943.01","451431.94","3","31",39.100000000000001,16.699999999999999,275.000000000000000,"2","07","05","3","20","01","02","L102","B©ü",934.529081846012100,26512.314747485321000
1137199,1137199,"37705076","212348.92","452039.77","3","31",16.300000000000001,16.699999999999999,0.000000000000000,"2","10","05","1","30","01","02","L102","B©ü",385.397176918877960,2918.208791497153500
1083326,1083326,"37608060","199843.15","455613.22","1","11",140.000000000000000,12.000000000000000,222.800000000000010,"2","12","01","1","20","01","24","L624","Er©û",1596.139194254970100,23470.685761599045000
1083328,1083328,"37608060","199918.15","455813.22","1","11",149.800000000000010,22.300000000000001,338.500000000000000,"2","12","05","2","10","01","26","L626","Er-c",500.883201978155630,11154.745160222101000
1083715,1083715,"37608070","199888.16","455331.04","1","11",93.400000000000006,14.100000000000000,174.300000000000010,"2","","","","","","91","L991","S",132.201563457887540,1230.275872341580700
1086030,1086030,"37705051","200176.65","456023.22","1","11",121.900000000000010,14.199999999999999,66.200000000000003,"2","12","05","2","10","01","26","L626","Er-c",2594.560280511520000,40543.041095837107000
1086100,1086100,"37705061","200025.84","455508.5","1","11",138.400000000000010,21.199999999999999,203.400000000000010,"2","12","05","2","10","01","26","L626","Er-c",1157.923670096238300,24248.828206995960000
1083331,1083331,"37608060","199993.15","456018.22","1","11",144.800000000000010,18.000000000000000,54.700000000000003,"2","12","01","1","10","01","24","L624","Er©û",958.912924478041650,17286.806938411250000
1086035,1086035,"37705051","200386.65","455703.22","1","11",139.300000000000010,10.400000000000000,97.700000000000003,"2","12","01","1","10","01","25","L625","Er©ü",3411.300733344382000,73620.776276049786000
1086033,1086033,"37705051","200346.65","455838.22","1","11",121.500000000000000,17.100000000000001,84.900000000000006,"2","12","03","3","20","01","24","L624","Er©û",2294.342924929760600,73641.329380554889000
1086029,1086029,"37705051","200155.56","456085.48","1","11",121.800000000000000,5.100000000000000,8.100000000000000,"2","","","","","","91","L991","S",195.024830683460580,2655.114857575405900
1086028,1086028,"37705051","200138.88","456124.09","1","11",117.500000000000000,13.900000000000000,319.100000000000020,"2","","","","","","93","L993","C",48.113348426453783,165.151324333491460
1086102,1086102,"37705061","200310.84","455343.5","1","11",170.800000000000010,16.699999999999999,204.099999999999990,"2","12","01","1","10","01","24","L624","Er©û",945.580485404433490,18596.420406674861000
1086043,1086043,"37705051","200571.65","456028.22","1","11",97.500000000000000,10.199999999999999,190.900000000000010,"2","12","01","1","10","01","25","L625","Er©ü",2044.939204104799500,46171.110793550492000
1086046,1086046,"37705051","200651.65","456203.22","1","11",79.900000000000006,26.100000000000001,60.100000000000001,"2","12","05","2","10","01","26","L626","Er-c",2716.309233537811900,46207.816874254437000
1086039,1086039,"37705051","200476.65","455703.22","1","11",109.900000000000010,17.199999999999999,78.400000000000006,"2","12","03","2","20","01","24","L624","Er©û",1096.501839161343900,37139.977883272586000
1086045,1086045,"37705051","200626.65","455688.22","1","11",82.099999999999994,13.500000000000000,57.200000000000003,"2","12","05","2","10","01","26","L626","Er-c",1804.632379196881200,37032.356971107096000
1086041,1086041,"37705051","200534.99","455877.12","1","11",83.500000000000000,14.199999999999999,57.100000000000001,"2","","","","","","99","L999","E",532.639761792682750,16812.024552000628000
1086105,1086105,"37705061","200515.84","455313.5","1","11",133.400000000000010,13.400000000000000,56.500000000000000,"2","12","01","1","10","01","25","L625","Er©ü",952.308016043716980,10228.354123846266000
1086042,1086042,"37705051","200561.65","456328.22","1","11",60.399999999999999,21.100000000000001,41.500000000000000,"2","12","05","2","10","01","24","L624","Er©û",238.342301839709790,2093.091641370379000
1086110,1086110,"37705061","200580.84","455423.5","1","11",129.400000000000010,21.000000000000000,102.300000000000000,"2","12","05","2","10","01","26","L626","Er-c",376.012843441927660,4318.209228730595900
1086108,1086108,"37705061","200565.57","455312.53","1","11",122.300000000000000,11.400000000000000,82.900000000000006,"2","","","","","","99","L999","E",171.082206682225120,2050.862529900428900
1086044,1086044,"37705051","200605.38","455727.5","1","11",79.000000000000000,8.000000000000000,45.000000000000000,"2","","","","","","91","L991","S",240.653010840242020,2900.097088657008000
1086115,1086115,"37705061","200875.84","455458.5","1","11",90.000000000000000,17.300000000000001,199.099999999999990,"2","12","05","2","10","01","24","L624","Er©û",464.374103136927490,6860.390896604833900
1086122,1086122,"37705061","202110.84","455313.5","1","11",112.200000000000000,19.500000000000000,285.699999999999990,"2","07","01","1","10","01","25","L625","Er©ü",939.621649246549050,15217.361280909479000
1086127,1086127,"37705061","202198.67","455419.66","1","11",88.500000000000000,27.199999999999999,284.300000000000010,"2","07","05","2","10","01","26","L626","Er-c",1144.587026321551500,27274.963201392049000
1086055,1086055,"37705052","202325","455728.22","1","11",102.400000000000010,26.600000000000001,300.899999999999980,"2","07","05","2","10","01","26","L626","Er-c",651.843062178770420,18515.470659734856000
1086134,1086134,"37705062","202385","455398.51","1","11",89.299999999999997,27.300000000000001,98.700000000000003,"2","07","05","2","10","01","26","L626","Er-c",1102.745056214975000,18445.172134552366000
1086056,1086056,"37705052","202398.6","455608.27","1","11",113.000000000000000,24.699999999999999,102.500000000000000,"2","","","","","","91","L991","S",137.599783521498380,1229.164946487962400
1086057,1086057,"37705052","202505","455663.22","1","11",85.299999999999997,45.799999999999997,73.599999999999994,"2","","","","","","82","L983","R",325.438982485892890,2892.554526439117600
1087431,1087431,"37705051","200004.99","455695.48","1","11",165.800000000000010,15.600000000000000,280.300000000000010,"2","12","01","1","20","01","24","L624","Er©û",1663.970675933687300,46683.813477373864000
1087553,1087553,"37705051","200691.23","455845.75","1","11",89.099999999999994,10.100000000000000,219.300000000000010,"2","12","01","1","10","01","25","L625","Er©ü",480.859920482184070,7374.701765472568700
1087560,1087560,"37705061","200235.56","455318.73","1","11",149.800000000000010,18.500000000000000,206.599999999999990,"2","12","05","2","10","01","26","L626","Er-c",730.524348456659480,9706.065223829949900
1087562,1087562,"37705061","200429.47","455204.55","1","11",143.099999999999990,15.100000000000000,158.199999999999990,"2","12","05","2","10","01","26","L626","Er-c",669.665577828346500,8356.878128512469600
1087567,1087567,"37705061","200676.39","455155.86","1","11",144.300000000000010,5.100000000000000,225.000000000000000,"2","12","01","1","10","01","25","L625","Er©ü",97.356061369094206,385.730857717613620
1087571,1087571,"37705061","200784.46","455436.22","1","11",88.700000000000003,7.300000000000000,119.099999999999990,"2","12","05","2","10","01","24","L624","Er©û",93.357800030169898,479.196557947772930
1087573,1087573,"37705062","202333.01","455518.82","1","11",113.099999999999990,6.500000000000000,173.699999999999990,"2","07","01","1","10","01","25","L625","Er©ü",2095.349440257526100,50055.380893379464000
1088290,1088290,"37705061","200610.84","455503.5","1","11",108.400000000000010,15.699999999999999,26.899999999999999,"2","12","05","2","10","01","26","L626","Er-c",2106.020123300839700,38562.189882890700000
1135296,1135296,"37705064","208328.91","453085.04","1","11",116.599999999999990,29.800000000000001,295.600000000000020,"2","12","01","1","10","01","28","L828","Li",576.723309773464850,14423.632055019074000
1135300,1135300,"37705064","208533.91","452965.04","1","11",153.699999999999990,29.500000000000000,60.500000000000000,"2","","","","","","82","L983","R",1758.661519953832600,45392.417064814654000
1135299,1135299,"37705064","208493.91","453270.04","1","11",79.500000000000000,29.800000000000001,328.000000000000000,"2","12","05","2","20","01","26","L626","Er-c",814.183694937974450,16763.578964734941000
1135310,1135310,"37705065","208840.86","453471.16","3","31",135.300000000000010,17.300000000000001,263.699999999999990,"2","12","05","2","30","02","02","L102","B©ü",1859.351706612447300,58676.374811248694000
1135298,1135298,"37705064","208458.91","452845.04","1","11",194.699999999999990,36.000000000000000,268.800000000000010,"2","","","","","","82","L983","R",459.310709772796830,7000.147351954327900
1135344,1135344,"37705065","209425.86","453331.16","3","31",198.099999999999990,22.100000000000001,197.599999999999990,"2","12","01","1","10","01","24","L624","Er©û",6740.364176340181100,198163.812230730690000
