fid,OBJECTID,MPDMR_NO,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_ORBR,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP_,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL_,Shape_Leng,Shape_Area
1102637,1102637,"37709023","204691.37","438520.83","3","31",88.299999999999997,14.300000000000001,71.299999999999997,"2","","","","","","82","L983","R",182.144346439245110,2301.873801276588900
1102641,1102641,"37709023","204741.37","438590.83","3","31",71.000000000000000,11.500000000000000,75.099999999999994,"2","","","","","","82","L983","R",357.506674545858910,4325.687071028114600
1102640,1102640,"37709023","204726.38","438030.58","3","31",111.300000000000000,9.100000000000000,38.700000000000003,"2","","","","","","93","L993","C",100.316782967776690,669.618036562235600
1102645,1102645,"37709023","204766.37","438325.83","3","31",104.800000000000000,18.899999999999999,56.799999999999997,"2","","","","","","82","L983","R",164.031615158711560,1213.379006457280000
1102646,1102646,"37709023","204821.37","438420.83","3","31",74.000000000000000,13.300000000000001,34.799999999999997,"2","","","","","","82","L983","R",151.613297714662280,1266.868711834022900
1102649,1102649,"37709023","204849.21","437942.38","3","31",121.500000000000000,14.900000000000000,351.899999999999980,"2","","","","","","93","L993","C",270.311831027396070,4320.236922855787300
1102653,1102653,"37709023","204981.37","437805.83","3","31",143.400000000000010,22.100000000000001,41.600000000000001,"2","12","05","2","30","02","02","L102","B©ü",1901.256586714737100,42904.194671981793000
1102648,1102648,"37709023","204846.37","438350.83","3","31",83.200000000000003,19.300000000000001,110.500000000000000,"2","","","","","","82","L983","R",379.225924193984380,4075.653222922318900
1102651,1102651,"37709023","204950.52","437827.79","3","31",146.400000000000010,17.500000000000000,71.599999999999994,"2","","","","","","93","L993","C",108.462234524580180,811.065977753760540
1102657,1102657,"37709023","205131.37","437790.83","3","31",115.000000000000000,21.199999999999999,50.000000000000000,"2","12","05","2","20","02","02","L102","B©ü",862.401569527578770,9511.999905171424000
1102660,1102660,"37709023","205208.1","437358.2","3","31",134.099999999999990,13.100000000000000,36.299999999999997,"2","","","","","","93","L993","C",184.426296161559720,1828.557932560045400
1105058,1105058,"37709023","204800","437864","3","31",146.300000000000010,16.699999999999999,5.300000000000000,"2","12","05","2","30","02","02","L102","B©ü",2830.310466057521400,99414.619743057759000
1105414,1105414,"37709023","205330.63","437616.11","3","31",110.500000000000000,16.100000000000001,145.599999999999990,"2","12","01","1","20","01","01","L101","B©û",491.735529800517670,10025.889462629635000
1105415,1105415,"37709023","205162.82","437923.38","3","31",92.500000000000000,28.600000000000001,9.199999999999999,"2","12","05","2","30","02","02","L102","B©ü",235.919422305947480,2188.996756790131700
1105416,1105416,"37709023","205274.67","437568","3","31",99.000000000000000,24.300000000000001,123.700000000000000,"2","12","05","2","30","02","02","L102","B©ü",195.340858397961260,994.859207476817910
1105418,1105418,"37709023","205392.54","437578.26","3","31",85.099999999999994,20.000000000000000,121.000000000000000,"2","12","05","2","20","01","02","L102","B©ü",304.749931056675390,3030.823749617932200
1105419,1105419,"37709023","205381.21","437699.29","3","31",91.400000000000006,22.199999999999999,50.000000000000000,"2","12","05","2","20","02","02","L102","B©ü",503.037548509995990,6171.157171417782600
1106024,1106024,"37709023","204851.37","437705.83","3","31",197.900000000000010,19.199999999999999,22.300000000000001,"2","12","01","1","20","01","01","L101","B©û",8971.822533089874900,235984.532255039840000
1758785,1758785,"37709022","204010","438025.51","3","31",232.599999999999990,23.300000000000001,340.600000000000020,"2","12","01","1","10","01","01","L101","B©û",9097.425880387056200,268074.853299949030000
1105417,1105417,"37709023","205392.98","437212.04","3","31",104.500000000000000,18.699999999999999,141.000000000000000,"2","12","06","3","30","01","03","L103","B©ý",197.692813701041080,1006.327394215283100
1758788,1758788,"37709022","204300","437945.51","3","31",197.900000000000010,22.399999999999999,156.199999999999990,"2","12","03","2","30","02","02","L102","B©ü",378.727474155537550,5991.874609450009300
1758789,1758789,"37709022","204330","438130.51","3","31",210.500000000000000,15.199999999999999,58.299999999999997,"2","12","01","1","10","01","24","L624","Er©û",713.769637819464040,6121.866942464109300
1758790,1758790,"37709022","204340","438945.51","3","31",60.799999999999997,18.399999999999999,343.300000000000010,"2","12","05","2","20","01","02","L102","B©ü",656.799241228968190,7387.121012081961500
1758792,1758792,"37709022","204370","438420.51","3","31",136.599999999999990,12.600000000000000,305.100000000000020,"2","12","05","2","30","02","02","L102","B©ü",2715.921792577315500,62301.608367846507000
1758793,1758793,"37709022","204415","437545.51","3","31",243.800000000000010,15.699999999999999,339.800000000000010,"2","12","03","2","30","02","02","L102","B©ü",2086.212463253330000,94868.322668771769000
1758795,1758795,"37709023","204516.37","437945.83","3","31",125.599999999999990,18.199999999999999,113.800000000000000,"2","12","06","3","","","29","L929","Bs",2217.591637645541600,56332.094475976002000
1758856,1758856,"37709023","204711","438266","3","31",127.099999999999990,21.699999999999999,113.700000000000000,"2","12","01","1","10","01","01","L101","B©û",5022.470263418589600,142069.193175958000000
1102716,1102716,"37709024","207582.75","438571.72","3","31",230.900000000000010,19.100000000000001,300.600000000000020,"2","12","01","1","20","01","01","L101","B©û",6776.672412121123700,248900.138722220260000
1105066,1105066,"37709024","207116","438620","3","31",119.700000000000000,4.000000000000000,316.500000000000000,"2","12","05","2","30","02","02","L102","B©ü",4901.158565977684700,390658.232305283130000
1102720,1102720,"37709024","207727.75","438006.72","3","31",176.900000000000010,14.600000000000000,186.099999999999990,"2","12","03","3","20","02","02","L102","B©ü",5294.919826759603900,351586.056727054470000
1102695,1102695,"37709023","206602.44","438296.4","3","31",190.800000000000010,16.399999999999999,31.899999999999999,"2","12","05","2","30","02","02","L102","B©ü",3908.250503906848700,199160.692004225650000
1102687,1102687,"37709023","206101.37","437675.83","3","31",164.000000000000000,25.500000000000000,241.599999999999990,"2","12","01","1","20","01","01","L101","B©û",4736.800942857962600,143290.608608024720000
1102689,1102689,"37709023","206191.37","437660.83","3","31",166.699999999999990,15.400000000000000,200.900000000000010,"2","12","05","2","20","01","02","L102","B©ü",2946.349854321450000,120266.369920507090000
1105061,1105061,"37709023","205724","438227","3","31",100.099999999999990,22.500000000000000,206.000000000000000,"2","12","05","3","20","02","02","L102","B©ü",4520.557392461964800,199856.162203279850000
1102684,1102684,"37709023","205951.37","437755.83","3","31",123.900000000000010,17.199999999999999,236.300000000000010,"2","12","05","2","20","02","02","L102","B©ü",2082.715341080211600,102700.593734840110000
1105063,1105063,"37709023","206575","437472","3","31",169.099999999999990,13.300000000000001,230.199999999999990,"2","12","01","1","20","01","01","L101","B©û",2367.187242581011100,69629.043985816796000
1102681,1102681,"37709023","205866.37","438745.83","3","31",160.300000000000010,24.000000000000000,318.000000000000000,"2","12","05","2","20","02","02","L102","B©ü",982.597484597046790,24849.146031463970000
1102676,1102676,"37709023","205676.37","438005.83","3","31",91.299999999999997,18.000000000000000,243.500000000000000,"2","12","05","2","20","01","02","L102","B©ü",970.275621031911210,34668.751275491559000
1102673,1102673,"37709023","205596.37","437825.83","3","31",77.799999999999997,35.000000000000000,247.900000000000010,"2","12","05","2","20","02","02","L102","B©ü",510.976509937124260,8215.257382467267200
1102708,1102708,"37709024","207132.75","438931.72","3","31",125.700000000000000,10.500000000000000,326.199999999999990,"2","12","05","2","20","02","02","L102","B©ü",691.100935521263520,10271.609763768512000
1102707,1102707,"37709024","207127.22","438738.74","3","31",117.599999999999990,5.900000000000000,284.000000000000000,"2","","","","","","93","L993","C",546.264936111981680,13872.773768493356000
1105424,1105424,"37709023","205793.19","437639.32","3","31",83.599999999999994,10.199999999999999,236.300000000000010,"2","12","05","2","20","01","02","L102","B©ü",692.783593284834980,5013.156458106850600
1102667,1102667,"37709023","205516.37","438680.83","3","31",88.099999999999994,13.699999999999999,251.699999999999990,"2","","","","","","82","L983","R",314.692480284011250,4302.142332207590700
1105425,1105425,"37709023","205746.75","437699.78","3","31",76.599999999999994,16.100000000000001,325.600000000000020,"2","12","05","2","20","01","02","L102","B©ü",158.436902392814720,920.684864809931700
1106026,1106026,"37709024","206782.75","437826.72","3","31",183.900000000000010,17.800000000000001,193.900000000000010,"2","12","05","2","20","02","02","L102","B©ü",4200.839409812899200,252266.242759570650000
1106320,1106320,"37709023","206596","438793","3","31",125.000000000000000,0.000000000000000,-1.000000000000000,"2","12","01","1","10","01","01","L101","B©û",8107.784006923097000,287340.508954899270000
1106321,1106321,"37709024","207568","437804","3","31",171.099999999999990,15.300000000000001,123.300000000000000,"2","12","01","1","20","01","01","L101","B©û",8054.834574168853600,244245.036063884090000
1105439,1105439,"37709025","209824.06","438270.13","3","31",91.299999999999997,15.100000000000000,76.599999999999994,"2","10","05","2","20","01","24","L624","Er©û",9545.464863672548700,3821433.818614241200000
1061127,1061127,"37612029","196654.51","438055.51","1","11",536.399999999999980,34.399999999999999,247.099999999999990,"2","","","","","","82","L983","R",5875.619484804085900,120776.956236830870000
1061088,1061088,"37612029","196434.51","438295.51","1","11",405.699999999999990,28.699999999999999,232.000000000000000,"2","12","03","1","10","01","25","L625","Er©ü",288.230685697430890,4012.502134488481700
1061135,1061135,"37612029","196694.51","438210.51","1","11",494.800000000000010,32.799999999999997,239.900000000000010,"2","12","03","3","20","01","24","L624","Er©û",2051.768265749934500,48946.894873273399000
1061090,1061090,"37612029","196444.51","438400.51","1","11",427.899999999999980,24.899999999999999,202.800000000000010,"2","12","01","1","10","01","28","L828","Li",271.368134982571690,3035.731077795417600
1061107,1061107,"37612029","196529.51","438160.51","1","11",445.100000000000020,29.600000000000001,265.100000000000020,"2","12","01","1","10","01","25","L625","Er©ü",553.090220785971160,7226.300378539514900
1061097,1061097,"37612029","196504.51","438025.51","1","11",474.899999999999980,29.000000000000000,348.199999999999990,"2","12","01","1","10","01","25","L625","Er©ü",499.807710623553590,5924.417819775739200
1061114,1061114,"37612029","196564.51","438330.51","1","11",471.199999999999990,29.199999999999999,212.300000000000010,"2","","","","","","82","L983","R",434.915861776347130,7754.626210690124900
1061146,1061146,"37612029","196754.51","438310.51","1","11",563.200000000000050,39.299999999999997,292.300000000000010,"2","12","01","2","","","29","L929","Bs",664.399970277612970,5283.592436070618500
1061121,1061121,"37612029","196639.51","438365.51","1","11",515.000000000000000,30.399999999999999,223.000000000000000,"2","12","01","1","10","01","28","L828","Li",183.730530294934230,1231.208675358621800
1061129,1061129,"37612029","196664.51","438450.51","1","11",536.700000000000050,37.399999999999999,273.500000000000000,"2","12","03","2","","","29","L929","Bs",241.134729285701700,2396.893858042921200
1061143,1061143,"37612029","196749.51","438190.51","1","11",530.100000000000020,33.100000000000001,253.599999999999990,"2","12","01","1","10","01","28","L828","Li",385.009529633050820,4756.768638159409400
1061155,1061155,"37612029","196804.51","438555.51","1","11",510.500000000000000,33.799999999999997,280.399999999999980,"2","12","03","3","","","29","L929","Bs",969.473017345787980,18609.392240367939000
1061209,1061209,"37612029","197154.51","438645.51","1","11",519.299999999999950,41.200000000000003,335.000000000000000,"2","12","01","1","10","01","25","L625","Er©ü",4563.784769547790300,69435.765095421681000
1061166,1061166,"37612029","196889.51","438020.51","1","11",542.200000000000050,28.100000000000001,49.100000000000001,"2","12","03","2","","","29","L929","Bs",845.277299188523670,15219.633190509889000
1071203,1071203,"37612029","196881","438756","1","11",498.699999999999990,33.500000000000000,71.400000000000006,"2","12","01","1","10","01","28","L828","Li",512.466263956084960,5136.594997270928600
1102680,1102680,"37709023","205856.37","436695.83","3","31",175.500000000000000,21.399999999999999,56.600000000000001,"2","12","01","1","10","01","01","L101","B©û",5595.034166268625100,152849.485948860730000
1102663,1102663,"37709023","205446.37","437325.83","3","31",102.400000000000010,20.899999999999999,99.799999999999997,"2","12","06","3","20","01","02","L102","B©ü",606.622027902251490,6698.258857255847900
1102677,1102677,"37709023","205686.37","436995.83","3","31",136.800000000000010,19.100000000000001,32.000000000000000,"2","12","05","2","30","02","02","L102","B©ü",3005.677794004694500,123040.682498772090000
1102666,1102666,"37709023","205516.37","437190.83","3","31",113.599999999999990,20.899999999999999,351.800000000000010,"2","12","05","2","20","02","02","L102","B©ü",345.753332617341020,6886.185088334635100
1105420,1105420,"37709023","205504.99","437284.14","3","31",90.200000000000003,20.899999999999999,348.699999999999990,"2","12","06","3","20","01","02","L102","B©ü",200.271196339472030,1111.619900157227900
1105423,1105423,"37709023","205664.84","437290.94","3","31",100.200000000000000,6.400000000000000,116.599999999999990,"2","12","01","1","10","01","01","L101","B©û",293.968381803391540,1857.018172905381600
1105062,1105062,"37709023","205857","436572","3","31",190.300000000000010,15.400000000000000,127.300000000000000,"2","12","01","1","10","01","26","L626","Er-c",1625.815695057107400,39420.329494058366000
1102682,1102682,"37709023","205926.37","436835.83","3","31",135.699999999999990,13.699999999999999,50.399999999999999,"2","12","05","2","30","02","02","L102","B©ü",1135.120403056793700,24023.858101826969000
1102678,1102678,"37709023","205802.05","436873.22","3","31",148.300000000000010,12.000000000000000,40.200000000000003,"2","","","","","","93","L993","C",186.053257411565770,2156.304109895638700
1102685,1102685,"37709023","205991.37","436580.83","3","31",142.800000000000010,25.199999999999999,94.000000000000000,"2","12","05","2","20","02","02","L102","B©ü",1075.037530054049700,16938.583901113128000
1102683,1102683,"37709023","205950.28","436896.59","3","31",122.200000000000000,14.699999999999999,64.700000000000003,"2","","","","","","93","L993","C",277.707170244039500,4316.847716111797100
1105427,1105427,"37709023","206118.18","437165.84","3","31",104.300000000000000,25.000000000000000,344.500000000000000,"2","07","05","2","20","01","02","L102","B©ü",955.640865934371850,13817.647011279441000
1102690,1102690,"37709023","206211.37","437015.83","3","31",108.200000000000000,17.800000000000001,251.500000000000000,"2","07","05","2","20","01","02","L102","B©ü",473.820572173434020,7694.723045619414700
1069549,1069549,"37709001","200742.89","441899.83","3","31",102.099999999999990,20.300000000000001,9.100000000000000,"2","12","05","3","20","02","26","L626","Er-c",648.822728796357070,10770.873880276287000
1069625,1069625,"37709011","200902.15","441705.15","3","31",158.099999999999990,21.399999999999999,20.000000000000000,"2","12","05","3","30","01","03","L103","B©ý",1365.832291376993900,53055.459417390230000
1069550,1069550,"37709001","200972.89","441819.83","3","31",173.099999999999990,25.800000000000001,345.500000000000000,"2","12","03","1","20","01","02","L102","B©ü",2260.500929980217700,56967.945880509753000
1069551,1069551,"37709001","200997.89","441959.83","3","31",116.599999999999990,25.199999999999999,3.700000000000000,"2","12","05","2","30","02","03","L103","B©ý",575.857563347579910,12286.131701643984000
1069552,1069552,"37709001","201182.89","442124.83","3","31",71.099999999999994,6.500000000000000,348.300000000000010,"2","07","05","2","20","01","02","L102","B©ü",242.311107188512890,2586.857297718093800
1069553,1069553,"37709001","201193.49","441874.11","3","31",123.500000000000000,12.500000000000000,343.600000000000020,"2","","","","","","91","L991","S",681.007316914567810,18932.238290648747000
1069554,1069554,"37709001","201342.89","441839.83","3","31",150.199999999999990,15.600000000000000,320.699999999999990,"2","12","01","1","20","02","02","L102","B©ü",486.707260423204840,8105.452575788374800
1069555,1069555,"37709001","201402.89","442074.83","3","31",131.199999999999990,24.100000000000001,10.600000000000000,"2","12","01","1","10","01","01","L101","B©û",6868.547680858442600,192874.472678115910000
1069556,1069556,"37709001","201417.89","442174.83","3","31",83.400000000000006,15.100000000000000,342.000000000000000,"2","12","05","2","30","02","02","L102","B©ü",718.756180977293640,24363.163758570096000
1069557,1069557,"37709001","201477.89","442329.83","3","31",78.000000000000000,23.600000000000001,308.399999999999980,"2","12","05","2","30","02","02","L102","B©ü",513.148480236170600,12601.067067955215000
1069558,1069558,"37709001","201647.89","442034.83","3","31",116.400000000000010,16.199999999999999,22.000000000000000,"2","12","05","2","30","01","02","L102","B©ü",4261.939982589526200,228244.816816033480000
1069559,1069559,"37709001","201687.89","441759.83","3","31",117.900000000000010,16.000000000000000,91.299999999999997,"2","12","03","3","30","01","02","L102","B©ü",2943.414284632697700,84849.049058983917000
1071500,1071500,"37709001","201620","442354","3","31",79.700000000000003,28.100000000000001,29.899999999999999,"2","12","05","2","30","02","02","L102","B©ü",1135.929591415218100,40165.844339667157000
1071501,1071501,"37709001","201922","441913","3","31",128.599999999999990,22.500000000000000,199.900000000000010,"2","12","01","1","20","01","01","L101","B©û",3005.111283884155900,74140.367954647547000
1074145,1074145,"37709011","201905.56","441696.66","3","31",67.299999999999997,12.000000000000000,135.000000000000000,"2","","","","","","82","L983","R",127.298637264491930,648.629970987640490
1069560,1069560,"37709001","202032.89","442559.83","3","31",54.000000000000000,24.699999999999999,1.500000000000000,"2","12","05","2","30","02","02","L102","B©ü",465.843127279029490,6469.059175817713400
1074146,1074146,"37709011","201950.89","441661.57","3","31",61.000000000000000,18.399999999999999,199.800000000000010,"2","","","","","","82","L983","R",306.451048377143590,1928.372075736001100
1069561,1069561,"37709001","202127.89","441959.83","3","31",90.299999999999997,21.899999999999999,339.199999999999990,"2","12","05","2","10","01","26","L626","Er-c",1594.087243888706100,19395.087929244382000
1069658,1069658,"37709011","202122.15","441680.15","3","31",85.299999999999997,20.000000000000000,159.599999999999990,"2","12","01","1","20","01","01","L101","B©û",3438.234833570079900,92887.315027499484000
1069663,1069663,"37709012","202345","441625.15","3","31",43.799999999999997,14.699999999999999,160.900000000000010,"2","12","05","2","30","01","02","L102","B©ü",1545.991419099750100,27503.794942920744000
1069562,1069562,"37709002","202255","442329.84","3","31",75.900000000000006,15.500000000000000,186.800000000000010,"2","07","01","1","10","01","01","L101","B©û",770.151086218712630,23545.332457402223000
1069563,1069563,"37709002","202280","441814.84","3","31",71.500000000000000,21.500000000000000,61.000000000000000,"2","12","05","2","30","02","02","L102","B©ü",1268.577116029475300,30807.106223276311000
1069564,1069564,"37709002","202280","442289.84","3","31",62.700000000000003,19.199999999999999,186.500000000000000,"2","07","05","2","30","01","02","L102","B©ü",365.909319066288840,5177.894353173587700
1069565,1069565,"37709002","202365","442014.84","3","31",49.399999999999999,22.699999999999999,112.800000000000000,"2","12","05","2","30","02","02","L102","B©ü",597.084112765089460,11285.573885425565000
1075853,1075853,"37709011","201099","441697","3","31",185.199999999999990,15.300000000000001,3.100000000000000,"2","12","05","2","30","02","03","L103","B©ý",3366.743789122232100,123715.224324739900000
1074122,1074122,"37709002","202485.77","442535.37","3","31",41.100000000000001,28.500000000000000,26.000000000000000,"2","12","01","1","20","02","01","L101","B©û",155.590466440588220,1181.198582732022300
1074121,1074121,"37709002","202456.46","442540.27","3","31",42.700000000000003,30.699999999999999,351.500000000000000,"2","12","03","2","30","01","02","L102","B©ü",171.291409202503250,1110.269716624059600
1069637,1069637,"37709011","201377.15","439885.15","3","31",47.799999999999997,11.900000000000000,205.900000000000010,"2","12","03","1","10","01","01","L101","B©û",642.596096029032540,15636.387110907597000
1069642,1069642,"37709011","201452.15","439875.15","3","31",32.700000000000003,14.100000000000000,132.199999999999990,"2","12","05","2","20","01","02","L102","B©ü",261.851432453514290,1971.793264175498500
1071507,1071507,"37709012","202924","439078","3","31",121.599999999999990,13.500000000000000,120.400000000000010,"2","12","01","1","20","01","01","L101","B©û",9481.070459072394400,291217.817327948810000
1069791,1069791,"37709022","203484.34","438529.04","3","31",186.300000000000010,14.699999999999999,82.700000000000003,"2","12","01","1","10","01","01","L101","B©û",7540.554569943214100,213900.646856507230000
1071509,1071509,"37709012","203304","439498","3","31",100.300000000000000,14.600000000000000,327.600000000000020,"2","12","05","2","30","01","02","L102","B©ü",2449.198443432595000,87342.464636586214000
1069689,1069689,"37709012","203565","439415.15","3","31",85.799999999999997,10.800000000000001,76.200000000000003,"2","12","05","2","30","02","02","L102","B©ü",2391.233871328150600,78710.542886664334000
1069688,1069688,"37709012","203530","439075.15","3","31",94.099999999999994,18.699999999999999,135.300000000000010,"2","12","05","2","30","02","02","L102","B©ü",2520.846737850075000,95763.142427518338000
1069794,1069794,"37709022","203530","438455.51","3","31",167.000000000000000,14.100000000000000,72.099999999999994,"2","12","05","2","30","02","02","L102","B©ü",2255.173153278615200,64266.086261993732000
1069690,1069690,"37709012","203565","439690.15","3","31",63.200000000000003,8.400000000000000,342.800000000000010,"2","12","05","2","30","02","02","L102","B©ü",1121.891950381945900,36433.270192948730000
1069691,1069691,"37709012","203622.98","439439.27","3","31",71.099999999999994,8.600000000000000,80.500000000000000,"2","","","","","","93","L993","C",220.634403058238180,3137.396011943999400
1069692,1069692,"37709012","203625.65","439111.99","3","31",76.099999999999994,10.800000000000001,101.300000000000000,"2","","","","","","93","L993","C",141.191354396459270,1354.322065701261900
1069693,1069693,"37709012","203750","439760.15","3","31",52.500000000000000,12.800000000000001,66.099999999999994,"2","12","05","2","30","01","02","L102","B©ü",725.535912642754280,15680.977979576590000
1069695,1069695,"37709012","204015","439160.15","3","31",51.000000000000000,13.600000000000000,87.000000000000000,"2","12","05","2","20","02","02","L102","B©ü",628.838952342172430,10971.502969284646000
1075451,1075451,"37709011","201317.15","441260.15","3","31",145.400000000000010,20.300000000000001,184.599999999999990,"2","12","05","3","30","01","02","L102","B©ü",6836.749674948026000,199298.701889182530000
1071505,1071505,"37709011","201177","440433","3","31",79.200000000000003,21.699999999999999,197.900000000000010,"2","12","01","1","20","01","01","L101","B©û",8197.173496462919500,216465.395018847510000
1069635,1069635,"37709011","201317.15","440815.15","3","31",126.099999999999990,18.000000000000000,106.099999999999990,"2","12","05","3","30","01","02","L102","B©ü",2921.074549516743400,86727.597719439756000
1071506,1071506,"37709011","201871","441081","3","31",98.099999999999994,13.500000000000000,188.300000000000010,"2","12","01","1","10","01","01","L101","B©û",7250.268150379320100,208395.934106181380000
1069634,1069634,"37709011","201252.15","440455.15","3","31",86.900000000000006,18.800000000000001,177.300000000000010,"2","12","05","2","30","02","02","L102","B©ü",644.153546591821400,18607.803336575918000
1074141,1074141,"37709011","201402.25","440520.65","3","31",95.099999999999994,23.100000000000001,69.400000000000006,"2","12","05","3","30","02","02","L102","B©ü",1271.851716340293300,29587.940665281978000
1069638,1069638,"37709011","201382.15","440330.15","3","31",63.200000000000003,15.300000000000001,161.800000000000010,"2","12","05","2","30","02","02","L102","B©ü",731.301004642697420,12891.685730432117000
1069648,1069648,"37709011","201597.15","441570.15","3","31",113.700000000000000,20.500000000000000,65.299999999999997,"2","12","05","3","30","01","02","L102","B©ü",3054.996478457337600,109452.262804488620000
1069636,1069636,"37709011","201327.15","441170.15","3","31",120.800000000000000,14.199999999999999,54.600000000000001,"2","12","06","3","10","02","26","L626","Er-c",136.873321770264370,315.997434718773830
1069639,1069639,"37709011","201387.15","441055.15","3","31",129.800000000000010,28.100000000000001,66.500000000000000,"2","12","03","3","10","01","26","L626","Er-c",237.514476508830340,932.885944496374240
1069643,1069643,"37709011","201482.07","440802.34","3","31",81.400000000000006,9.000000000000000,71.599999999999994,"2","","","","","","93","L993","C",538.121103505519160,7872.922090578506900
1069640,1069640,"37709011","201439.45","440336.12","3","31",66.200000000000003,13.000000000000000,192.500000000000000,"2","","","","","","93","L993","C",140.187868854034800,1311.799953572411600
1069641,1069641,"37709011","201442.15","440230.15","3","31",49.799999999999997,12.500000000000000,231.099999999999990,"2","","","","","","82","L983","R",250.871913025742570,2938.445648722531600
1074144,1074144,"37709011","201543.16","440432.37","3","31",56.000000000000000,13.000000000000000,102.500000000000000,"2","12","05","2","30","02","02","L102","B©ü",308.852828986391220,3520.961830648695500
1069644,1069644,"37709011","201537.15","440140.15","3","31",44.500000000000000,17.100000000000001,231.400000000000010,"2","12","05","2","30","01","02","L102","B©ü",312.790486106660010,2487.629256293754200
1069646,1069646,"37709011","201592.15","440230.15","3","31",45.200000000000003,11.900000000000000,111.700000000000000,"2","","","","","","82","L983","R",318.924582138353970,4554.384224590859000
1069647,1069647,"37709011","201593.41","440114.93","3","31",52.799999999999997,10.600000000000000,183.800000000000010,"2","","","","","","95","L995","O",350.408075982520300,5509.700828056721500
1069645,1069645,"37709011","201583.16","440758.7","3","31",61.000000000000000,11.199999999999999,108.400000000000010,"2","","","","","","93","L993","C",119.399869667908860,946.944698445506900
1069649,1069649,"37709011","201657.15","440160.15","3","31",42.299999999999997,18.100000000000001,39.399999999999999,"2","12","05","2","30","02","02","L102","B©ü",492.535996547529690,6611.412476824857500
1074140,1074140,"37709011","201661.34","440121.52","3","31",44.000000000000000,18.600000000000001,132.000000000000000,"2","12","01","1","20","01","01","L101","B©û",383.652566572875680,4404.271161570566600
1074143,1074143,"37709011","201626.66","440276.32","3","31",42.700000000000003,19.600000000000001,71.599999999999994,"2","12","05","2","30","01","02","L102","B©ü",132.368461749359110,554.429366002349180
1069651,1069651,"37709011","201882.15","441325.15","3","31",70.400000000000006,22.500000000000000,87.400000000000006,"2","12","05","2","30","02","02","L102","B©ü",2236.621352617202800,39392.021201216150000
1069650,1069650,"37709011","201812.15","441335.15","3","31",88.400000000000006,11.500000000000000,82.200000000000003,"2","12","03","2","10","01","26","L626","Er-c",368.016730138702770,2759.715350746342200
1069657,1069657,"37709011","202117.15","440875.15","3","31",46.000000000000000,13.900000000000000,189.699999999999990,"2","12","05","2","30","01","02","L102","B©ü",1187.538090435484000,19616.269304604939000
1069654,1069654,"37709011","202042.15","440520.15","3","31",38.200000000000003,17.399999999999999,26.300000000000001,"2","07","05","2","10","01","01","L101","B©û",450.498013163648810,10096.458833355478000
1069661,1069661,"37709012","202335","440960.15","3","31",31.100000000000001,17.399999999999999,4.800000000000000,"2","12","05","2","30","02","02","L102","B©ü",779.655391553795430,18954.661647357894000
1069660,1069660,"37709012","202320","440810.15","3","31",37.899999999999999,13.000000000000000,194.199999999999990,"2","","","","","","82","L983","R",499.508917124002150,6653.847498811021100
1069664,1069664,"37709012","202395","440820.15","3","31",31.899999999999999,17.100000000000001,125.599999999999990,"2","12","05","2","30","01","02","L102","B©ü",660.595149104544250,9752.245233615842200
1069667,1069667,"37709012","202515","441205.15","3","31",43.000000000000000,14.900000000000000,245.000000000000000,"2","07","01","1","10","01","01","L101","B©û",687.609278717479700,15445.576405474347000
1069666,1069666,"37709012","202505","441265.15","3","31",30.100000000000001,18.500000000000000,39.600000000000001,"2","07","05","2","10","01","02","L102","B©ü",626.275737414276140,6299.563233390559600
1074147,1074147,"37709012","202459.2","441204.25","3","31",33.500000000000000,13.800000000000001,194.699999999999990,"2","07","05","2","20","01","02","L102","B©ü",339.423724866625490,3012.415050760429900
1075443,1075443,"37709002","202790","442224.84","3","31",72.000000000000000,17.199999999999999,111.700000000000000,"2","12","01","1","20","01","01","L101","B©û",6588.120845453237100,186466.385651923800000
1069566,1069566,"37709002","202545","442204.84","3","31",48.200000000000003,14.300000000000001,229.099999999999990,"2","12","03","2","30","02","02","L102","B©ü",993.215807469385140,24159.511078676922000
1069668,1069668,"37709012","202535","441695.15","3","31",40.600000000000001,14.400000000000000,356.399999999999980,"2","12","05","2","30","01","02","L102","B©ü",442.583699840569860,6287.591193519419000
1075851,1075851,"37709002","202699","442399","3","31",68.700000000000003,19.800000000000001,335.000000000000000,"2","12","03","2","30","02","02","L102","B©ü",1427.630385596198500,45986.618625866671000
1069567,1069567,"37709002","202730","441949.84","3","31",53.899999999999999,21.000000000000000,239.900000000000010,"2","12","03","2","30","02","02","L102","B©ü",1018.845546180566900,29618.877538209770000
1069569,1069569,"37709002","202835","442284.84","3","31",55.000000000000000,14.900000000000000,171.300000000000010,"2","12","03","2","30","01","02","L102","B©ü",716.634514360700220,7101.471466584165700
1069568,1069568,"37709002","202815","442109.84","3","31",56.000000000000000,17.500000000000000,79.900000000000006,"2","12","03","2","30","02","02","L102","B©ü",790.079923202333020,15291.882284500409000
1074123,1074123,"37709002","202875.28","442140.66","3","31",45.399999999999999,18.699999999999999,177.900000000000010,"2","12","03","2","30","01","02","L102","B©ü",449.239750072724860,3193.112667353070700
